Time,Barcode,Model_Name,Voltage,Duty,Toral_Result,Section,Intelligent_Control,dB(A),RPM,index1,index2,index3,Index1_Limit,Index2_Limit,Index3_Limit,RPM_Up,RPM_Low,Range_Up,Range_Low,1P,2P,3P,4P,RPM1,RPM2,RPM3,RPM4,RPM5,RPM6,Spectrum_Control,1/n_Octave,Criteria_Path,Spectrum_OK?,Overall_Noise?,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,10000,Line Name,Device ID,Source IP,Log_Date,Total_Result,LineName,BoxName,MESResult,ProgramVersion
2.02602E+13,TAA0412DDX01W2PA0262601993,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.81,3974.35,29.35,26.59,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4441.23,4214.69,4005.08,3841.92,3717.69,3625.46,OK,3rd Octave,,OK,OK,58.27,45.1,48.92,49.35,48.14,50.24,51.26,51.31,54.47,53.36,53.36,54.27,58.19,56.55,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601917,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.54,4046.36,33.87,25.16,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4503.08,4298.46,4100.54,3927.85,3780.54,3667.69,OK,3rd Octave,,OK,OK,57.57,46.77,48.48,48.84,47.53,50.3,51.59,51.52,55.19,53.49,52.81,54.22,57.76,56.9,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601915,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.43,4049.69,27.16,24.1,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4543.77,4314.38,4109.62,3927.85,3766.31,3636.23,OK,3rd Octave,,OK,OK,59.03,47.22,48.34,49.47,47.52,49.88,51.37,50.96,54.91,54.11,52.97,53.39,55.71,56.48,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601911,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.45,3906.14,29.35,26.63,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4289.23,4107.62,3942.31,3805.15,3690.15,3602.38,OK,3rd Octave,,OK,OK,57.08,47,48.69,48.51,46.49,49.61,51.25,50.86,55.24,53.79,52.64,53.11,56.02,56.8,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262605147,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.34,4002.58,34.45,22.53,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4467.15,4255.77,4059.77,3877.85,3734,3620.92,OK,3rd Octave,,OK,OK,58.67,46.61,46.76,47.98,46.75,50.02,51.54,50.98,54.55,52.51,51.94,53.44,57.83,56.5,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262605151,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.4,4016.68,26.5,20.73,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4522.08,4316.54,4095.15,3894.15,3705.23,3566.92,OK,3rd Octave,,OK,OK,58.28,46.87,49.34,49.24,46.14,49.64,51.3,50.72,54.99,53.62,52.64,53.74,56.94,57.91,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262605146,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.77,4057.1,30.96,20.58,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4501,4293.23,4119.77,3961.46,3807.31,3659.85,OK,3rd Octave,,OK,OK,59.8,47.02,50.33,51.04,47.39,50.19,51.35,51,54.86,53.56,52.88,53.73,57.17,57.03,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601987,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.85,4052.88,27.62,21.07,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4600.77,4332.62,4097.77,3909.15,3749.46,3627.54,OK,3rd Octave,,OK,OK,57.65,46.76,48.96,48.4,46.97,50.65,51.54,51,54.95,52.56,52.43,54.15,58.04,56.98,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601984,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.47,3851.68,27.3,30.43,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4251.92,4054.38,3880.69,3737.15,3630.85,3555.08,OK,3rd Octave,,OK,OK,55.76,44.12,47.25,48.23,46.59,49.36,51.36,50.68,54.94,53.11,53.65,53.51,58.23,56.51,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602004,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.84,4047.4,32.38,31.74,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4514.62,4314.77,4110.85,3929.69,3770.69,3643.77,OK,3rd Octave,,OK,OK,60.75,48.79,47.68,48.5,47.97,50.44,51.42,50.86,54.47,52.65,52.11,53.95,57.76,56.18,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602009,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.53,3985.47,28.97,21.97,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4417.15,4191.31,4008.54,3870.31,3755.69,3669.85,OK,3rd Octave,,OK,OK,59.65,46.81,50.65,51.66,46.85,50.12,51.62,50.86,55.24,53.05,52.16,53.2,56.28,56.99,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262600179,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.66,4007.44,29.18,21.67,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4482.92,4253.46,4045.15,3878.77,3743.15,3641.15,OK,3rd Octave,,OK,OK,57.53,47.71,46.32,47.41,47.42,50.1,51.6,50.51,55.02,52.83,51.84,54.12,57.42,57.47,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262600178,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.68,3944.32,30.14,21.1,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4403.31,4188.46,3984.08,3811.08,3684.85,3594.15,OK,3rd Octave,,OK,OK,58.4,46.7,48.24,47.96,47,49.7,51.47,50.77,54.2,52.98,52.1,54.43,58.02,55.99,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602011,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.4,4027.62,29.53,31.95,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4560.77,4311.23,4076.62,3885.69,3725.54,3605.85,OK,3rd Octave,,OK,OK,58.38,45.74,47.79,47.75,46.52,49.97,51.53,51.02,54.29,52.17,52.49,53.58,58.19,56.93,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602014,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.74,3960.04,34.14,23.14,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4471.31,4233,4000.38,3806.31,3665.62,3583.62,OK,3rd Octave,,OK,OK,56.83,45.69,46.85,45.83,46.65,50,51.31,51.39,55.13,52.89,52.52,54.52,58.16,57.27,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262605173,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.79,3975.38,29.66,23.01,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4456.15,4225.31,4010.08,3829.77,3707.92,3623.08,OK,3rd Octave,,OK,OK,57.43,45.83,49.17,49,46.34,50,51.6,50.83,55.41,53.77,53.33,53.39,56.82,57.12,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262600172,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.52,3965.65,29.56,24.04,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4452.31,4216.92,4004.23,3829.77,3690.38,3600.31,OK,3rd Octave,,OK,OK,57.92,45.97,48,48.41,46.83,50.32,51.44,50.91,54.52,53.65,52.28,53.88,58.12,57.03,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262600168,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.33,3919.58,33.64,27.62,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4363,4150.46,3962,3800.15,3667.31,3574.54,OK,3rd Octave,,OK,OK,58.2,46.58,48.5,48.63,47.12,49.61,51.7,50.67,54.56,53.2,51.3,53.4,58,56.38,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262600165,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.61,4043.44,24.77,27.13,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4531,4319.69,4113.77,3913.85,3752.31,3630,OK,3rd Octave,,OK,OK,59.74,46.18,49.16,50.51,45.99,49.72,51.42,50.4,54.78,52.51,51.9,54.12,57.8,56.72,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602571,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.64,4046.53,28.91,22.72,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4497.62,4296.46,4111.08,3932.31,3783.38,3658.31,OK,3rd Octave,,OK,OK,59.49,48.03,49.21,50.34,47.33,50.11,51.75,51.17,54.61,53.21,52.35,53.01,57.07,57.04,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602222,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.43,4044.28,28.71,28.29,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4470.23,4293.77,4117.92,3943.08,3781.31,3659.38,OK,3rd Octave,,OK,OK,59.59,45.45,48.3,48.77,46.96,50.41,51.4,50.46,54.23,52.63,52.68,54.01,56.74,57.61,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602704,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.58,4092.82,27.5,23.99,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4586.85,4374.31,4161.92,3971.62,3800.54,3661.69,OK,3rd Octave,,OK,OK,59.48,45.43,47.58,48.22,47.17,50.25,51.54,50.86,54.28,52.64,51.26,53.93,57.74,56.54,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602615,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.78,3971.82,33.86,22.5,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4415.08,4218.23,4023.23,3855.62,3713.62,3605.15,OK,3rd Octave,,OK,OK,59.16,46.31,48.95,49.49,47.32,49.94,51.3,50.75,53.78,52.78,52.45,53.81,57.87,56.62,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601910,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.36,4018.18,33.52,23.5,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4470.85,4255.31,4067.15,3904.92,3761.31,3649.54,OK,3rd Octave,,OK,OK,58.69,45.78,49.17,49.46,46.84,49.61,51.38,50.85,55.33,53.49,52.55,52.96,55.93,57.18,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601909,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.23,3995.85,34.48,22.14,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4453.62,4255.23,4060.15,3879.23,3727.08,3599.77,OK,3rd Octave,,OK,OK,58.28,47.16,49.22,49.37,46.71,50.51,51.68,51.29,54.88,52.59,52.51,54.94,58.45,57.19,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601905,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.68,3921.01,48,26.61,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4392.77,4171.77,3966.08,3785,3654.77,3555.69,OK,3rd Octave,,OK,OK,58.4,46.27,47.89,48.1,47.34,50.03,51.64,51.29,55.19,53.64,52.96,55.22,57.04,57.71,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601904,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.43,4021.96,28.98,20.93,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4534.54,4303.69,4090.38,3895.15,3722.54,3585.46,OK,3rd Octave,,OK,OK,57.47,46.7,48.38,48.54,47.19,50.11,51.6,51.1,54.7,53.14,52.83,54.43,58.33,57.2,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601899,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.63,3988.24,28.93,22.52,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4499.85,4246.08,4027.38,3860.15,3708.62,3587.38,OK,3rd Octave,,OK,OK,57.94,47.7,49.29,49.64,46.99,50,51.61,50.89,55.13,54.03,52.92,53.48,55.99,57.29,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601894,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.75,4154.83,31.82,22.69,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4559.46,4408.08,4242,4071.23,3899.62,3748.62,OK,3rd Octave,,OK,OK,60.02,47.05,47.48,48.69,46.61,50.3,51.7,51.18,55.19,53.32,52.54,54.15,58.26,57.2,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262600154,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.96,3853.62,27.22,24.81,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4242.77,4039.77,3879.38,3743.92,3644.62,3571.23,OK,3rd Octave,,OK,OK,56.92,45.22,48.6,49,46.8,49.9,51.34,51.16,55.18,53.49,52.51,54.51,58.14,57.77,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601890,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.02,3902.28,31.63,23.55,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4313.15,4119.31,3944.31,3795.77,3667.46,3573.69,OK,3rd Octave,,OK,OK,58.39,47.15,47.58,47.71,47.36,50.12,51.29,51.07,54.84,53.01,52.43,54.19,57.44,56.11,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601889,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.58,4080.19,34.9,25.46,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4668,4401.92,4140.85,3919.23,3742.23,3608.92,OK,3rd Octave,,OK,OK,58.18,50.34,49.29,49.46,46.84,50.35,51.85,51.15,55.47,53.58,53.01,53.85,57.28,57.72,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601887,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.93,3984.15,28.7,20.09,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4430.54,4193.38,4009.54,3869.46,3749.23,3652.77,OK,3rd Octave,,OK,OK,58.27,48.33,47.41,48.4,47.52,50.2,51.59,50.81,54.47,52.55,51.54,55.61,57.82,54.83,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601885,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.02,4009.03,28.5,25.78,0.96,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4493.38,4277.31,4053.38,3865,3725.08,3640,OK,3rd Octave,,OK,OK,61.27,46.36,48.44,49.86,47.1,50.32,51.76,51.54,55.2,53.43,52.64,53.3,56.4,57.71,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601881,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.74,3954.28,35.9,22.4,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4467,4207.85,3985,3815.46,3674.77,3575.62,OK,3rd Octave,,OK,OK,58.92,46.49,48.44,48.49,46.61,50.1,51.5,50.7,54.74,53.1,53.24,54.41,57.31,58.04,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601879,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.52,3965.94,33.64,30.2,0.96,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4396.62,4196.77,4010.69,3852.85,3719.15,3619.54,OK,3rd Octave,,OK,OK,60.57,50.05,48.78,49.46,47.55,49.92,51.35,50.84,54.94,53.29,51.98,54.48,57.41,55.59,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601880,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.35,4131.86,28.65,25.06,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4612.38,4405.23,4207.08,4022.77,3846.08,3697.62,OK,3rd Octave,,OK,OK,59.86,47.66,49,50.67,47.17,50.25,51.84,51.37,55.09,53.04,52.55,55.13,58.34,57.23,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601871,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66,4083,29.39,22.97,0.96,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4617.85,4417,4190.38,3941.15,3734.38,3597.23,OK,3rd Octave,,OK,OK,60.33,48.13,50.1,50.83,47.53,50.63,52.28,51.44,55.34,53.8,53.03,55.49,57.25,57.62,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601870,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.04,4178.05,28.24,21.23,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4680.85,4470.54,4266.08,4063.85,3874,3713,OK,3rd Octave,,OK,OK,59.23,50.29,49.11,48.16,47.24,50.59,52.13,51.17,54.91,53.22,52.8,55.37,57.91,56.51,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601869,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.93,4035.37,27.57,21.92,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4510.85,4290.54,4087.15,3914.31,3763.77,3645.62,OK,3rd Octave,,OK,OK,58.35,47.32,48.36,48.96,46.86,50.16,51.86,51.17,55.47,53.53,52.49,54.53,58.93,56.86,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601873,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.84,4031.06,36.78,19.56,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4534.23,4307.38,4088.38,3901.23,3741.15,3614,OK,3rd Octave,,OK,OK,58.65,45.75,48.26,48.4,47.23,50.44,51.51,51.4,54.97,52.74,52.5,54.31,58.37,57.45,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601866,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.24,4045.53,30.74,23.98,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4537.23,4321,4098.46,3914.46,3765.92,3636.08,OK,3rd Octave,,OK,OK,59.12,46.92,49.11,49.97,47.16,50.15,51.83,51.16,54.8,53.32,52.61,54.14,57.83,57.06,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601861,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.79,3929.56,31.05,23.5,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4356.38,4149.46,3968.85,3816.31,3690.23,3596.15,OK,3rd Octave,,OK,OK,58.59,44.94,48.29,49.76,46.85,50.42,51.43,51.33,55.41,54.12,53.39,53.38,56.23,57.18,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601858,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.84,3978.82,29.35,22.49,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4538.77,4261,4016.69,3818.77,3670.69,3567,OK,3rd Octave,,OK,OK,57.96,45.64,49.92,50.46,46.86,50.71,51.94,51.48,55.27,53.6,52.99,54.86,58.07,56.9,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601854,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.55,3944.06,30.98,21.69,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4384.15,4176.38,3984.92,3824.69,3691.38,3602.85,OK,3rd Octave,,OK,OK,57.89,44.34,47.59,49.17,46.1,49.72,51.42,50.96,54.93,53.27,52.13,53.78,58.65,56.82,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601853,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.51,4061.27,30.04,23.89,0.96,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4633.15,4393.08,4131.08,3900.15,3719,3591.15,OK,3rd Octave,,OK,OK,59.2,47.35,49.2,49.79,47.52,50.42,51.84,51.18,55.17,53.43,52.98,53.78,57.14,57.5,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601856,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.01,4063.44,34.43,20.09,0.96,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4529.85,4320.92,4133.69,3954.85,3788,3653.31,OK,3rd Octave,,OK,OK,61.47,47.09,49.68,51.43,47.85,50.55,51.67,51.87,55.82,53.22,52.91,53.9,56.32,57.82,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601846,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.56,3923.38,38.03,24.07,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4336,4140,3966.08,3811.92,3688.54,3597.77,OK,3rd Octave,,OK,OK,57.33,46.35,49.17,49.73,46.42,49.82,51.48,51.04,55.23,53.76,53.36,53.63,57.41,57.2,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601845,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.04,4050.35,29.67,24.17,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4541.92,4332.92,4127.38,3930.38,3755.62,3613.85,OK,3rd Octave,,OK,OK,59.94,47.56,47.99,49.12,47.05,50.04,51.61,51.3,55.15,52.84,52.59,54.99,58.42,56.5,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601838,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.18,4067.04,30.62,22.67,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4555.08,4334.15,4123.23,3943.69,3787.92,3658.15,OK,3rd Octave,,OK,OK,59.97,47.75,49.4,49.42,48.09,50.52,51.6,50.64,55.07,53.63,52.94,54.61,58.04,56.95,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601842,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.68,3936.45,29.61,23.02,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4430.69,4201.85,3982,3794,3655.38,3554.77,OK,3rd Octave,,OK,OK,59.26,47.68,49.34,49.04,46.85,50.82,51.59,51.33,54.86,53.92,51.97,54.18,57.99,56.65,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601840,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.1,3959.21,30.61,28.72,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4411.54,4208.62,4014.46,3844.77,3695.85,3580,OK,3rd Octave,,OK,OK,57.86,46.48,49.09,49.98,46.89,50.47,51.35,51.55,54.96,53.38,52.89,54.46,58.54,57.73,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601821,TAA0412DDX01W2P F,12,20,OK,Section1,OK,66.12,3939.46,29.61,30.65,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4356.92,4151.08,3967.62,3830.31,3712.92,3617.92,OK,3rd Octave,,OK,OK,58.17,45.63,48.68,49.01,47.03,50.35,51.88,51.44,54.88,54.11,52.81,55.15,58.6,57.03,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601820,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.59,3930.53,29.81,23.03,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4331.54,4133.77,3970.08,3827.38,3706.62,3613.77,OK,3rd Octave,,OK,OK,57.94,45.25,49.35,50.47,46.78,50.39,51.82,51.13,55.21,52.95,51.75,54.61,58.14,56.67,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601811,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.71,4018.85,33.49,25.33,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4550.54,4302.62,4076.69,3879.54,3716.85,3586.85,OK,3rd Octave,,OK,OK,57.97,48.54,47.96,48.76,47.13,49.97,51.91,51.38,55.44,53.85,53.8,53.85,57.45,57.16,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601803,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.95,4228.27,27.42,27.09,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4763.23,4532.92,4308.23,4098.31,3908.46,3758.46,OK,3rd Octave,,OK,OK,58.83,52.75,50.37,49.11,47.68,50.7,51.77,51.55,55.2,53.75,52.97,52.96,57.37,57.23,Line_7,Station_2,10.184.136.221,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601799,TAA0412DDX01W2P F,12,20,OK,Section1,OK,65.9,4175.38,34.47,20.7,0.97,200,350,1,8000,1,32,48,TRUE,TRUE,TRUE,TRUE,4634.62,4452.92,4256.15,4070.85,3893.38,3744.38,OK,3rd Octave,,OK,OK,59.37,47.63,48.32,50.37,47.6,50.21,51.95,51.2,55.2,53.4,52.76,53.47,58.52,57.16,Line_7,Station_2,10.184.136.221,20260209,,,,,
